id,image_id,score
0,000.00.jpg,0.8333333333333334
0,000.01.jpg,0.6666666666666666
0,000.02.jpg,0.5
0,000.03.jpg,0.5
0,000.04.jpg,0.5
0,000.05.jpg,0.5
0,000.06.jpg,0.8333333333333334
0,000.07.jpg,0.8333333333333334
0,000.08.jpg,0.8333333333333334
0,000.09.jpg,0.16666666666666666
0,000.10.jpg,0.5
0,000.11.jpg,0.5
1,001.00.jpg,1.0
1,001.01.jpg,0.6
1,001.02.jpg,0.4
1,001.03.jpg,0.4
1,001.04.jpg,0.6
1,001.05.jpg,0.6
1,001.06.jpg,0.6
1,001.07.jpg,0.4
1,001.08.jpg,0.4
1,001.09.jpg,0.4
1,001.10.jpg,0.4
2,002.00.jpg,1.0
2,002.01.jpg,1.0
2,002.02.jpg,1.0
2,002.03.jpg,1.0
2,002.04.jpg,1.0
2,002.05.jpg,1.0
2,002.06.jpg,1.0
2,002.07.jpg,1.0
2,002.08.jpg,1.0
2,002.09.jpg,1.0
2,002.10.jpg,1.0
2,002.11.jpg,0.5
2,002.12.jpg,0.5
2,002.13.jpg,0.375
2,002.14.jpg,0.5
2,002.15.jpg,0.5
2,002.16.jpg,0.375
2,002.17.jpg,0.375
2,002.18.jpg,0.375
2,002.19.jpg,0.375
2,002.20.jpg,0.5
2,002.21.jpg,0.25
3,003.00.jpg,0.6666666666666666
3,003.01.jpg,0.6666666666666666
3,003.02.jpg,1.0
3,003.03.jpg,1.0
3,003.04.jpg,0.6666666666666666
3,003.05.jpg,0.6666666666666666
3,003.06.jpg,0.5
3,003.07.jpg,0.5
3,003.08.jpg,0.5
3,003.09.jpg,0.5
3,003.10.jpg,0.5
4,004.00.jpg,0.8
4,004.01.jpg,0.8
4,004.02.jpg,0.8
4,004.03.jpg,0.8
4,004.04.jpg,0.8
4,004.05.jpg,0.6
4,004.06.jpg,0.6
4,004.07.jpg,0.8
4,004.08.jpg,0.6
4,004.09.jpg,1.0
4,004.10.jpg,0.4
4,004.11.jpg,0.4
4,004.12.jpg,0.4
4,004.13.jpg,0.4
5,005.00.jpg,1.0
5,005.01.jpg,1.0
5,005.02.jpg,1.0
5,005.03.jpg,1.0
5,005.04.jpg,1.0
5,005.05.jpg,0.2
5,005.06.jpg,0.4
5,005.07.jpg,0.4
5,005.08.jpg,0.2
5,005.09.jpg,0.4
5,005.10.jpg,1.0
5,005.11.jpg,1.0
5,005.12.jpg,1.0
5,005.13.jpg,1.0
5,005.14.jpg,1.0
5,005.15.jpg,0.2
5,005.16.jpg,0.4
5,005.17.jpg,0.2
5,005.18.jpg,0.4
5,005.19.jpg,0.2
5,005.20.jpg,0.4
5,005.21.jpg,0.2
5,005.22.jpg,0.4
5,005.23.jpg,0.0
5,005.24.jpg,0.0
5,005.25.jpg,0.0
5,005.26.jpg,0.0
5,005.27.jpg,0.2
5,005.28.jpg,0.6
5,005.29.jpg,0.6
5,005.30.jpg,0.8
5,005.31.jpg,0.6
6,006.00.jpg,0.5
6,006.01.jpg,0.375
6,006.02.jpg,0.375
6,006.03.jpg,0.375
6,006.04.jpg,0.5
6,006.05.jpg,0.375
6,006.06.jpg,0.5
6,006.07.jpg,0.5
6,006.08.jpg,0.375
6,006.09.jpg,0.375
6,006.10.jpg,0.375
6,006.11.jpg,0.375
6,006.12.jpg,0.125
6,006.13.jpg,0.125
6,006.14.jpg,0.375
6,006.15.jpg,0.125
6,006.16.jpg,0.375
6,006.17.jpg,0.25
6,006.18.jpg,0.25
6,006.19.jpg,0.375
7,007.00.jpg,0.75
7,007.01.jpg,0.75
7,007.02.jpg,0.875
7,007.03.jpg,0.75
7,007.04.jpg,0.875
7,007.05.jpg,0.75
7,007.06.jpg,0.625
7,007.07.jpg,0.75
7,007.08.jpg,0.625
7,007.09.jpg,0.75
7,007.10.jpg,0.75
7,007.11.jpg,0.625
7,007.12.jpg,0.5
7,007.13.jpg,0.625
7,007.14.jpg,0.625
7,007.15.jpg,0.625
7,007.16.jpg,0.625
7,007.17.jpg,0.5
7,007.18.jpg,0.625
7,007.19.jpg,0.5
7,007.20.jpg,0.5
7,007.21.jpg,0.5
7,007.22.jpg,0.375
7,007.23.jpg,0.25
7,007.24.jpg,0.5
7,007.25.jpg,0.625
7,007.26.jpg,0.625
7,007.27.jpg,0.5
7,007.28.jpg,0.625
8,008.00.jpg,0.8333333333333334
8,008.01.jpg,1.0
8,008.02.jpg,1.0
8,008.03.jpg,1.0
8,008.04.jpg,1.0
8,008.05.jpg,0.8333333333333334
8,008.06.jpg,0.8333333333333334
8,008.07.jpg,1.0
8,008.08.jpg,0.6666666666666666
8,008.09.jpg,0.6666666666666666
8,008.10.jpg,0.6666666666666666
8,008.11.jpg,0.6666666666666666
8,008.12.jpg,0.6666666666666666
8,008.13.jpg,0.8333333333333334
8,008.14.jpg,1.0
8,008.15.jpg,0.8333333333333334
8,008.16.jpg,0.8333333333333334
8,008.17.jpg,1.0
8,008.18.jpg,0.8333333333333334
8,008.19.jpg,0.8333333333333334
8,008.20.jpg,0.8333333333333334
8,008.21.jpg,0.8333333333333334
8,008.22.jpg,0.8333333333333334
8,008.23.jpg,1.0
8,008.24.jpg,1.0
8,008.25.jpg,0.8333333333333334
8,008.26.jpg,0.6666666666666666
8,008.27.jpg,0.6666666666666666
8,008.28.jpg,0.6666666666666666
8,008.29.jpg,0.6666666666666666
8,008.30.jpg,0.6666666666666666
8,008.31.jpg,0.6666666666666666
8,008.32.jpg,0.6666666666666666
8,008.33.jpg,0.6666666666666666
8,008.34.jpg,0.5
8,008.35.jpg,0.5
8,008.36.jpg,0.5
8,008.37.jpg,0.6666666666666666
8,008.38.jpg,0.6666666666666666
8,008.39.jpg,0.16666666666666666
8,008.40.jpg,0.16666666666666666
8,008.41.jpg,0.16666666666666666
8,008.42.jpg,0.16666666666666666
8,008.43.jpg,0.16666666666666666
8,008.44.jpg,0.3333333333333333
8,008.45.jpg,0.3333333333333333
8,008.46.jpg,0.16666666666666666
8,008.47.jpg,0.3333333333333333
8,008.48.jpg,0.3333333333333333
8,008.49.jpg,0.5
8,008.50.jpg,0.3333333333333333
8,008.51.jpg,0.6666666666666666
8,008.52.jpg,0.6666666666666666
