,alignscore,clipscore,fuyu_dsg,fuyu_tifa,instruct_blip_dsg,instruct_blip_tifa,llava-alt_dsg,llava-alt_tifa,llava_dsg,llava_tifa,mplug_dsg,mplug_tifa,blip1_dsg,blip1_tifa,gpt4v_tifa,gpt4v_dsg,viescore,llmscore_over,llmscore_ec
0,0.18333333333333332,0.125,0.23333333333333334,-0.027777777833333295,0.2666666666666666,0.22222222200000002,0.2666666666666666,0.1666666665,0.33333333333333337,0.22222222216666665,0.23333333333333334,0.19444444433333333,0.33333333333333337,0.27777777783333335,0.1666666665,0.3666666666666667,-0.3333333333333335,-0.8333333333333334,-1.5
1,0.093,0.183,-0.425,-0.11999999999999998,0.625,0.52,0.525,0.36,0.625,0.5,0.09999999999999996,0.21999999999999997,0.525,0.3000000000000001,0.4,0.375,0.6000000000000002,-1.9000000000000001,-1.3
2,0.3343666666666667,0.20949999999999996,0.3661111109300001,0.14416666666666667,0.4166666665,0.375,0.4166666665,0.30708333333333326,0.3877777776399999,0.28791666666666677,0.32611111126333336,0.3125,0.4166666665,0.375,0.2229166666666667,0.3661111109733333,1.0666666666666667,-2.5,-2.0
3,0.07999999999999996,0.1600000000000001,0.0,0.016666666399999985,0.35,0.016666666899999967,0.5,0.31666666680000005,0.55,0.2833333334,0.5,0.19999999999999998,0.5,0.06666666629999995,0.25,0.55,1.1,-0.7999999999999999,-1.9000000000000001
4,0.005142857142857148,0.024904761904761902,-0.12095238095238095,-0.0819047619047619,0.07142857142857141,0.10904761904761909,0.12380952380952379,0.11952380952380949,0.17904761904761907,0.19571428571428567,0.1014285714285714,-0.03428571428571429,0.13285714285714287,0.06714285714285717,0.1419047619047619,0.07476190476190477,0.29047619047619055,-0.95,-0.9500000000000002
5,0.12206759906759906,0.13548251748251747,0.05273892773892774,0.103962703962704,0.2619463869463869,0.22046620046620047,0.2721445221445221,0.23543123543123542,0.2388111888111888,0.2218181818181818,0.2452797202797203,0.19244755244755246,0.28234265734265734,0.18508158508158506,0.15104895104895102,0.28234265734265734,0.9146853146853146,-1.2587412587412588,-2.2696969696969695
6,0.1595833333333333,0.06875000000000003,0.18333333333333332,0.296875,0.09999999999999999,0.10416666666666667,0.13333333333333333,0.140625,0.13333333333333333,0.1875,0.12499999999999999,0.19791666666666666,0.11666666666666665,0.140625,0.10416666666666667,0.13333333333333333,0.5416666666666666,-0.5,-1.2083333333333333
7,0.14350980392156867,0.10221568627450975,-0.050588235294117656,0.15392156862745102,0.28705882352941176,0.1213235294117647,0.30823529411764705,0.2004901960784313,0.36470588235294116,0.18823529411764708,0.31254901960784315,0.17500000000000004,0.25058823529411767,0.13799019607843133,0.16715686274509806,0.36039215686274517,0.44313725490196076,-0.984313725490196,-2.3705882352941177
8,0.07866666666666666,0.06266666666666668,0.2,0.07777777778333332,0.12333333333333339,0.1444444442999999,0.24000000000000007,0.25555555553333337,0.27333333333333354,0.22222222203333322,0.12000000000000004,0.10277777788333328,0.21000000000000021,0.1555555554666667,0.15277777783333324,0.16333333333333355,0.43333333333333346,-0.9666666666666665,-3.466666666666667
9,0.1117913304721031,0.11371137339055815,0.13681943591074888,0.1017129828326179,0.1305898221810257,0.12221512875536489,0.16779153893560075,0.10798953862660944,0.13951440831259682,0.11255177038626632,0.09755456773740351,0.09130096566523604,0.1566118945670555,0.11586158798283253,0.05810568669527902,0.1514138564949656,0.31907725321888364,-0.5930922746781125,-1.1483433476394855
