,alignscore,clipscore,fuyu_dsg,fuyu_tifa,instruct_blip_dsg,instruct_blip_tifa,llava-alt_dsg,llava-alt_tifa,llava_dsg,llava_tifa,mplug_dsg,mplug_tifa,blip1_dsg,blip1_tifa,gpt4v_tifa,gpt4v_dsg,viescore,llmscore_over,llmscore_ec
0,-0.7981109280001659,-0.800639423777259,-0.6237982277305103,0.1299106204376205,-0.8246455275571994,-0.7790001648276591,-0.7919105977742631,-0.6878568703430675,-0.8468250507292717,-0.7957413625347615,-0.7165832108531506,-0.8419520127068802,-0.8532145762182091,-0.8600356032639299,-1.0,-0.8982457871189821,0.3235217741581524,0.7897575163426394,-0.25689029440239
1,-0.5102744313559362,-0.7071067811865474,0.5125819392972658,0.18712832114325734,-0.9999999999999999,-0.8178618348853056,-0.773861278752583,-0.8834824944236852,-0.9999999999999999,-0.9999999999999999,0.0,-0.7604330791911582,-0.773861278752583,-0.663299316185545,-0.9999999999999999,-0.9999999999999999,-0.45569807724467104,0.5952847075210475,-0.002160899634744053
2,-0.7747459368831516,-0.7796652498327252,-0.8108278505117373,-0.762565950675364,-1.0,-0.9594345367175445,-0.9397120136446712,-0.8650343917710583,-0.9357744661279777,-0.774483522414413,-0.8998665127865942,-0.922720714290988,-1.0,-0.9283334553615747,-0.9039357066181596,-0.9132059314024263,-0.7294483407394706,0.9739836221560653,0.6447220130585275
3,-0.3535533905932737,-0.5656854249492379,0.0,-0.07386127875258307,-0.41548457452714826,-0.29999999999999993,-0.49999999999999994,-0.4225771273642583,-0.7,-0.3952847075210474,-0.49999999999999994,-0.5834824944236853,-0.49999999999999994,-0.37090055512641934,-0.49999999999999994,-0.7,-0.3067859955389482,0.5516765722378388,0.38138503569823695
4,-0.04077319651714556,-0.29576120424151886,-0.09112407022962511,0.2658617991501853,-0.33065003563305406,-0.5929599095539639,-0.39661843588845336,-0.5940982503704532,-0.5507814397046981,-0.688932689142864,-0.36432801827009903,0.14580296087995107,-0.6822260211449919,-0.4918752052464355,-0.4576140541928004,-0.33688418921898067,-0.27071643909214305,0.5346377296670093,0.34987997909290885
5,-0.6772134104998021,-0.669713226517358,-0.3179574773774886,-0.514695007237806,-0.7881744070553366,-0.6298149385015479,-0.8857665228688397,-0.6471902303731696,-0.8386711288303359,-0.7266435046600871,-0.795906841126646,-0.5525099056706395,-0.899703304414722,-0.6378987389015783,-0.7242224964195505,-0.9279565636572523,-0.4673195804798092,0.6410614693830894,0.5769649275417065
6,-0.830892217520972,-0.6541062297402293,-0.6423020003321225,-0.8236192442601469,-0.4425666774301992,-0.791354210608611,-0.5808342530388648,-0.7278606404150036,-0.5312416236308048,-0.9249598536690438,-0.46904327676367785,-0.8368095560905597,-0.5217158625865896,-0.8147089397316714,-0.887455378682127,-0.551039706387256,-0.3925124310631924,0.21781318736184194,0.21122564383448536
7,-0.6074874140538967,-0.5883673295364144,0.1827075434772162,-0.513756566841427,-0.627612189334011,-0.6895352828978885,-0.69636858350164,-0.680186472730029,-0.7926594718646603,-0.6378464536459834,-0.669771600455818,-0.56352437730637,-0.5989267044242206,-0.6171454871935613,-0.6761812495316621,-0.711336149604553,-0.45938588173684314,0.7234860656931942,0.601543881582439
8,-0.4904278865557424,-0.6427248975412404,-0.43437318639133715,-0.26857757750693223,-0.6479690283506603,-0.7190306351749365,-0.8662163753486389,-0.8564165055098483,-0.8611469889511555,-0.8824061767884823,-0.5234962694163543,-0.4875940943890541,-0.7944084661928448,-0.6812663811851074,-0.689892441934039,-0.6862503213774496,-0.38094703328044655,0.7125924643516764,0.5820369416802329
9,-0.7269909610297769,-0.7650587100881119,-0.5641957864900236,-0.5864676053651278,-0.6183040598640883,-0.6070097255749147,-0.7206321115592366,-0.7172264894762451,-0.6402539183675243,-0.7125746665539742,-0.5934758750478422,-0.6628828114396821,-0.7100589969336406,-0.6666350777929649,-0.5481796274782321,-0.7065887044027739,-0.46188663593540624,0.5957092620822653,0.33794856574860194
