id,image_id,score
0,000.00.jpg,0.72
0,000.01.jpg,0.55
0,000.02.jpg,0.55
0,000.03.jpg,0.61
0,000.04.jpg,0.58
0,000.05.jpg,0.54
0,000.06.jpg,0.73
0,000.07.jpg,0.68
0,000.08.jpg,0.64
0,000.09.jpg,0.41
0,000.10.jpg,0.5
0,000.11.jpg,0.5
1,001.00.jpg,0.75
1,001.01.jpg,0.63
1,001.02.jpg,0.64
1,001.03.jpg,0.54
1,001.04.jpg,0.65
1,001.05.jpg,0.59
1,001.06.jpg,0.59
1,001.07.jpg,0.48
1,001.08.jpg,0.58
1,001.09.jpg,0.54
1,001.10.jpg,0.43
2,002.00.jpg,0.63
2,002.01.jpg,0.68
2,002.02.jpg,0.71
2,002.03.jpg,0.64
2,002.04.jpg,0.65
2,002.05.jpg,0.69
2,002.06.jpg,0.69
2,002.07.jpg,0.66
2,002.08.jpg,0.67
2,002.09.jpg,0.67
2,002.10.jpg,0.69
2,002.11.jpg,0.39
2,002.12.jpg,0.39
2,002.13.jpg,0.44
2,002.14.jpg,0.46
2,002.15.jpg,0.41
2,002.16.jpg,0.4
2,002.17.jpg,0.43
2,002.18.jpg,0.4
2,002.19.jpg,0.39
2,002.20.jpg,0.44
2,002.21.jpg,0.25
3,003.00.jpg,0.6
3,003.01.jpg,0.54
3,003.02.jpg,0.57
3,003.03.jpg,0.69
3,003.04.jpg,0.51
3,003.05.jpg,0.55
3,003.06.jpg,0.27
3,003.07.jpg,0.26
3,003.08.jpg,0.39
3,003.09.jpg,0.29
3,003.10.jpg,0.33
4,004.00.jpg,0.62
4,004.01.jpg,0.59
4,004.02.jpg,0.63
4,004.03.jpg,0.62
4,004.04.jpg,0.62
4,004.05.jpg,0.54
4,004.06.jpg,0.65
4,004.07.jpg,0.62
4,004.08.jpg,0.63
4,004.09.jpg,0.56
4,004.10.jpg,0.52
4,004.11.jpg,0.54
4,004.12.jpg,0.52
4,004.13.jpg,0.53
5,005.00.jpg,0.65
5,005.01.jpg,0.7
5,005.02.jpg,0.71
5,005.03.jpg,0.78
5,005.04.jpg,0.76
5,005.05.jpg,0.29
5,005.06.jpg,0.44
5,005.07.jpg,0.41
5,005.08.jpg,0.44
5,005.09.jpg,0.46
5,005.10.jpg,0.58
5,005.11.jpg,0.54
5,005.12.jpg,0.6
5,005.13.jpg,0.61
5,005.14.jpg,0.58
5,005.15.jpg,0.22
5,005.16.jpg,0.21
5,005.17.jpg,0.21
5,005.18.jpg,0.2
5,005.19.jpg,0.21
5,005.20.jpg,0.19
5,005.21.jpg,0.24
5,005.22.jpg,0.18
5,005.23.jpg,0.07
5,005.24.jpg,0.11
5,005.25.jpg,0.14
5,005.26.jpg,0.11
5,005.27.jpg,0.1
5,005.28.jpg,0.44
5,005.29.jpg,0.53
5,005.30.jpg,0.6
5,005.31.jpg,0.55
6,006.00.jpg,0.55
6,006.01.jpg,0.44
6,006.02.jpg,0.39
6,006.03.jpg,0.43
6,006.04.jpg,0.51
6,006.05.jpg,0.53
6,006.06.jpg,0.53
6,006.07.jpg,0.49
6,006.08.jpg,0.46
6,006.09.jpg,0.42
6,006.10.jpg,0.47
6,006.11.jpg,0.46
6,006.12.jpg,0.3
6,006.13.jpg,0.33
6,006.14.jpg,0.35
6,006.15.jpg,0.33
6,006.16.jpg,0.48
6,006.17.jpg,0.43
6,006.18.jpg,0.45
6,006.19.jpg,0.47
7,007.00.jpg,0.57
7,007.01.jpg,0.49
7,007.02.jpg,0.63
7,007.03.jpg,0.57
7,007.04.jpg,0.6
7,007.05.jpg,0.55
7,007.06.jpg,0.52
7,007.07.jpg,0.65
7,007.08.jpg,0.52
7,007.09.jpg,0.49
7,007.10.jpg,0.56
7,007.11.jpg,0.43
7,007.12.jpg,0.36
7,007.13.jpg,0.45
7,007.14.jpg,0.42
7,007.15.jpg,0.38
7,007.16.jpg,0.35
7,007.17.jpg,0.37
7,007.18.jpg,0.38
7,007.19.jpg,0.4
7,007.20.jpg,0.43
7,007.21.jpg,0.27
7,007.22.jpg,0.11
7,007.23.jpg,0.26
7,007.24.jpg,0.51
7,007.25.jpg,0.46
7,007.26.jpg,0.38
7,007.27.jpg,0.48
7,007.28.jpg,0.53
8,008.00.jpg,0.5
8,008.01.jpg,0.56
8,008.02.jpg,0.57
8,008.03.jpg,0.58
8,008.04.jpg,0.55
8,008.05.jpg,0.47
8,008.06.jpg,0.5
8,008.07.jpg,0.49
8,008.08.jpg,0.46
8,008.09.jpg,0.46
8,008.10.jpg,0.43
8,008.11.jpg,0.51
8,008.12.jpg,0.45
8,008.13.jpg,0.48
8,008.14.jpg,0.42
8,008.15.jpg,0.49
8,008.16.jpg,0.55
8,008.17.jpg,0.53
8,008.18.jpg,0.5
8,008.19.jpg,0.51
8,008.20.jpg,0.5
8,008.21.jpg,0.44
8,008.22.jpg,0.47
8,008.23.jpg,0.54
8,008.24.jpg,0.43
8,008.25.jpg,0.42
8,008.26.jpg,0.53
8,008.27.jpg,0.51
8,008.28.jpg,0.48
8,008.29.jpg,0.45
8,008.30.jpg,0.44
8,008.31.jpg,0.53
8,008.32.jpg,0.47
8,008.33.jpg,0.48
8,008.34.jpg,0.34
8,008.35.jpg,0.38
8,008.36.jpg,0.39
8,008.37.jpg,0.38
8,008.38.jpg,0.37
8,008.39.jpg,0.3
8,008.40.jpg,0.28
8,008.41.jpg,0.24
8,008.42.jpg,0.24
8,008.43.jpg,0.26
8,008.44.jpg,0.21
8,008.45.jpg,0.23
8,008.46.jpg,0.16
8,008.47.jpg,0.22
8,008.48.jpg,0.19
8,008.49.jpg,0.41
8,008.50.jpg,0.31
8,008.51.jpg,0.42
8,008.52.jpg,0.45
8,008.53.jpg,0.46
9,009.00.jpg,0.76
9,009.01.jpg,0.7
9,009.02.jpg,0.76
9,009.03.jpg,0.7
9,009.04.jpg,0.76
9,009.05.jpg,0.68
9,009.06.jpg,0.68
9,009.07.jpg,0.67
9,009.08.jpg,0.67
9,009.09.jpg,0.7
9,009.10.jpg,0.77
9,009.11.jpg,0.73
9,009.12.jpg,0.68
9,009.13.jpg,0.64
9,009.14.jpg,0.59
9,009.15.jpg,0.53
9,009.16.jpg,0.57
9,009.17.jpg,0.5
9,009.18.jpg,0.65
9,009.19.jpg,0.43
9,009.20.jpg,0.55
9,009.21.jpg,0.56
9,009.22.jpg,0.71
9,009.23.jpg,0.77
9,009.24.jpg,0.54
9,009.25.jpg,0.74
9,009.26.jpg,0.74
9,009.27.jpg,0.64
9,009.28.jpg,0.61
9,009.29.jpg,0.63
9,009.30.jpg,0.61
9,009.31.jpg,0.46
9,009.32.jpg,0.63
9,009.33.jpg,0.47
9,009.34.jpg,0.55
9,009.35.jpg,0.59
9,009.36.jpg,0.49
9,009.37.jpg,0.6
9,009.38.jpg,0.46
9,009.39.jpg,0.54
9,009.40.jpg,0.52
9,009.41.jpg,0.75
9,009.42.jpg,0.67
9,009.43.jpg,0.52
9,009.44.jpg,0.48
9,009.45.jpg,0.62
9,009.46.jpg,0.42
9,009.47.jpg,0.55
9,009.48.jpg,0.41
9,009.49.jpg,0.51
9,009.50.jpg,0.46
9,009.51.jpg,0.46
9,009.52.jpg,0.41
9,009.53.jpg,0.34
9,009.54.jpg,0.36
9,009.55.jpg,0.55
9,009.56.jpg,0.33
9,009.57.jpg,0.27
9,009.58.jpg,0.31
9,009.59.jpg,0.36
9,009.60.jpg,0.41
9,009.61.jpg,0.42
9,009.62.jpg,0.44
9,009.63.jpg,0.44
9,009.64.jpg,0.36
9,009.65.jpg,0.21
9,009.66.jpg,0.39
9,009.67.jpg,0.33
9,009.68.jpg,0.43
9,009.69.jpg,0.39
9,009.70.jpg,0.07
9,009.71.jpg,0.1
9,009.72.jpg,0.14
9,009.73.jpg,0.14
9,009.74.jpg,0.18
9,009.75.jpg,0.15
10,010.00.jpg,0.7
10,010.01.jpg,0.53
10,010.02.jpg,0.71
10,010.03.jpg,0.73
10,010.04.jpg,0.66
10,010.05.jpg,0.63
10,010.06.jpg,0.6
10,010.07.jpg,0.67
10,010.08.jpg,0.73
10,010.09.jpg,0.63
10,010.10.jpg,0.63
10,010.11.jpg,0.59
10,010.12.jpg,0.64
10,010.13.jpg,0.75
10,010.14.jpg,0.65
10,010.15.jpg,0.69
10,010.16.jpg,0.62
10,010.17.jpg,0.65
10,010.18.jpg,0.24
10,010.19.jpg,0.19
10,010.20.jpg,0.26
10,010.21.jpg,0.23
10,010.22.jpg,0.28
10,010.23.jpg,0.51
10,010.24.jpg,0.62
10,010.25.jpg,0.59
10,010.26.jpg,0.63
10,010.27.jpg,0.64
10,010.28.jpg,0.25
10,010.29.jpg,0.3
10,010.30.jpg,0.19
10,010.31.jpg,0.25
10,010.32.jpg,0.26
10,010.33.jpg,0.34
10,010.34.jpg,0.29
10,010.35.jpg,0.24
10,010.36.jpg,0.38
10,010.37.jpg,0.3
10,010.38.jpg,0.21
10,010.39.jpg,0.18
10,010.40.jpg,0.19
10,010.41.jpg,0.24
10,010.42.jpg,0.39
10,010.43.jpg,0.3
10,010.44.jpg,0.44
10,010.45.jpg,0.42
10,010.46.jpg,0.41
10,010.47.jpg,0.55
10,010.48.jpg,0.5
10,010.49.jpg,0.17
10,010.50.jpg,0.35
10,010.51.jpg,0.25
11,011.00.jpg,0.62
11,011.01.jpg,0.64
11,011.02.jpg,0.59
11,011.03.jpg,0.58
11,011.04.jpg,0.62
11,011.05.jpg,0.6
11,011.06.jpg,0.69
11,011.07.jpg,0.57
11,011.08.jpg,0.65
11,011.09.jpg,0.62
11,011.10.jpg,0.65
11,011.11.jpg,0.23
11,011.12.jpg,0.06
12,012.00.jpg,0.66
12,012.01.jpg,0.57
12,012.02.jpg,0.59
12,012.03.jpg,0.6
12,012.04.jpg,0.54
12,012.05.jpg,0.56
12,012.06.jpg,0.46
12,012.07.jpg,0.29
12,012.08.jpg,0.36
12,012.09.jpg,0.43
12,012.10.jpg,0.35
13,013.00.jpg,0.61
13,013.01.jpg,0.55
13,013.02.jpg,0.58
13,013.03.jpg,0.49
13,013.04.jpg,0.54
13,013.05.jpg,0.57
13,013.06.jpg,0.61
13,013.07.jpg,0.49
13,013.08.jpg,0.43
13,013.09.jpg,0.52
13,013.10.jpg,0.42
13,013.11.jpg,0.22
13,013.12.jpg,0.13
13,013.13.jpg,0.29
13,013.14.jpg,0.32
13,013.15.jpg,0.3
13,013.16.jpg,0.52
13,013.17.jpg,0.5
13,013.18.jpg,0.5
13,013.19.jpg,0.53
13,013.20.jpg,0.47
14,014.00.jpg,0.58
14,014.01.jpg,0.68
14,014.02.jpg,0.55
14,014.03.jpg,0.6
14,014.04.jpg,0.56
14,014.05.jpg,0.61
14,014.06.jpg,0.58
14,014.07.jpg,0.58
14,014.08.jpg,0.57
14,014.09.jpg,0.59
14,014.10.jpg,0.28
14,014.11.jpg,0.28
14,014.12.jpg,0.19
14,014.13.jpg,0.58
14,014.14.jpg,0.55
14,014.15.jpg,0.57
14,014.16.jpg,0.56
14,014.17.jpg,0.24
14,014.18.jpg,0.31
14,014.19.jpg,0.29
15,015.00.jpg,0.66
15,015.01.jpg,0.6
15,015.02.jpg,0.56
15,015.03.jpg,0.63
15,015.04.jpg,0.66
15,015.05.jpg,0.58
15,015.06.jpg,0.52
15,015.07.jpg,0.61
15,015.08.jpg,0.51
15,015.09.jpg,0.54
15,015.10.jpg,0.39
15,015.11.jpg,0.43
15,015.12.jpg,0.44
15,015.13.jpg,0.36
15,015.14.jpg,0.42
16,016.00.jpg,0.62
16,016.01.jpg,0.49
16,016.02.jpg,0.52
16,016.03.jpg,0.54
16,016.04.jpg,0.56
16,016.05.jpg,0.52
16,016.06.jpg,0.3
16,016.07.jpg,0.47
16,016.08.jpg,0.46
16,016.09.jpg,0.49
16,016.10.jpg,0.5
17,017.00.jpg,0.56
17,017.01.jpg,0.54
17,017.02.jpg,0.59
17,017.03.jpg,0.63
17,017.04.jpg,0.53
17,017.05.jpg,0.56
17,017.06.jpg,0.54
17,017.07.jpg,0.57
17,017.08.jpg,0.46
17,017.09.jpg,0.51
17,017.10.jpg,0.49
17,017.11.jpg,0.61
17,017.12.jpg,0.31
17,017.13.jpg,0.39
17,017.14.jpg,0.31
17,017.15.jpg,0.46
17,017.16.jpg,0.16
17,017.17.jpg,0.21
17,017.18.jpg,0.32
17,017.19.jpg,0.24
17,017.20.jpg,0.22
17,017.21.jpg,0.39
17,017.22.jpg,0.43
17,017.23.jpg,0.45
17,017.24.jpg,0.37
17,017.25.jpg,0.44
17,017.26.jpg,0.54
17,017.27.jpg,0.51
17,017.28.jpg,0.44
17,017.29.jpg,0.52
17,017.30.jpg,0.18
